DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LU,2020,320,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LU,2021,619,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2014,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2015,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2016,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2018,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2019,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2020,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,LV,2021,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,MT,2013,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,MT,2014,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,MT,2019,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,MT,2020,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,MT,2021,5,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2016,1112,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2017,2455,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2018,1880,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2019,977,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2020,1672,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,NO,2021,1581,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PL,2020,42,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PL,2021,17,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PT,2017,135,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PT,2018,96,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PT,2019,1151,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PT,2020,1920,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,PT,2021,2134,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2013,590,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2014,709,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2015,579,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2016,1326,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2017,1115,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2018,1270,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2019,913,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2020,2970,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,SE,2021,3979,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,TR,2017,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,TR,2018,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,TR,2019,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,TR,2020,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,UK,2017,618,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,UK,2018,229,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,UK,2021,4070,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,XK,2018,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,XK,2019,0,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_DIE_PI,XK,2021,1,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AL,2019,134,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AL,2020,193,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AL,2021,423,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2013,2259,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2014,1836,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2015,1893,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2016,3305,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2017,6529,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2018,6135,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2019,10237,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2020,18178,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,AT,2021,29451,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BA,2017,149,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BA,2018,141,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BA,2019,191,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BA,2020,151,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BA,2021,315,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2013,4920,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2014,7585,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2015,8352,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2016,15692,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2017,23458,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2018,23510,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2019,28998,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2020,56502,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,BE,2021,93969,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2013,128,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2014,528,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2015,2089,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2016,2675,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2017,3271,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2018,3976,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2019,4202,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2020,14140,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CH,2021,21217,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2013,84,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2014,108,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2015,202,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2016,381,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2017,759,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2018,983,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2019,1052,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2020,1424,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CY,2021,3074,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,CZ,2021,3078,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DE,2017,54009,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DE,2018,81503,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DE,2019,123799,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DE,2020,220385,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DE,2021,285898,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2014,81,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2015,406,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2016,567,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2017,620,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2018,3125,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2019,3767,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2020,17747,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,DK,2021,39317,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2013,191,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2014,308,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2015,351,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2016,771,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2017,1186,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2018,1512,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2019,2582,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2020,2582,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EE,2021,5376,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,EL,2021,1713,e
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2014,8070,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2015,7156,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2016,30373,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2017,55121,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2018,73607,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2019,92165,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2020,111828,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ES,2021,180932,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2014,2236,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2015,2817,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2016,4668,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2017,8512,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2018,11631,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2019,14582,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2020,17373,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FI,2021,25874,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2013,32194,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2014,31829,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2015,35950,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2016,46301,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2017,68654,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2018,88909,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2019,95543,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2020,146348,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,FR,2021,253800,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2013,492,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2014,518,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2015,829,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2016,1810,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2017,3960,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2018,6163,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2019,9197,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2020,30876,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,HU,2021,44414,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IE,2017,4482,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IE,2018,6977,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IE,2019,10789,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IE,2020,10553,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IE,2021,17110,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IS,2017,1158,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IS,2018,991,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IS,2019,1062,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,IS,2021,1981,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2013,41,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2014,35,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2015,55,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2016,62,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2017,84,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2018,106,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2019,139,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2020,263,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LI,2021,394,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2015,793,b
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2016,1785,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2017,2867,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2018,4870,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2019,6357,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2020,7998,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LT,2021,9485,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LU,2020,2594,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LU,2021,4469,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2014,1,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2015,9,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2016,18,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2017,17,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2018,18,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2019,14,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2020,78,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,LV,2021,147,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ME,2017,16,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ME,2018,25,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,ME,2019,28,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2013,40,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2014,35,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2015,48,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2016,119,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2017,225,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2018,522,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2019,715,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2020,426,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,MT,2021,872,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2013,43326,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2014,26727,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2015,56219,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2016,29916,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2017,20732,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2018,26173,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2019,33741,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2020,62474,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NL,2021,102529,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2016,17372,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2017,20805,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2018,17237,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2019,18356,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2020,14352,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,NO,2021,13646,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PL,2018,17266,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PL,2019,4849,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PL,2020,4134,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PL,2021,6139,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PT,2017,4317,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PT,2018,6726,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PT,2019,8546,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PT,2020,9635,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,PT,2021,14969,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,RO,2013,190,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,RO,2014,214,
ESTAT:ROAD_EQR_CARPDA(1.0),30/03/23 23:00:00,A,NR,ELC_PET_HYB,RO,2015,43,
